"October 04, 2019 at 07:23PM",13F-HR - KEMPNER CAPITAL MANAGEMENT INC. (0000898399) (Filer),https://www.sec.gov/Archives/edgar/data/898399/000168316819003171/0001683168-19-003171-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001683168-19-003171 <b>Size:</b> 25 KB
"October 04, 2019 at 07:50PM",13F-HR - LVM CAPITAL MANAGEMENT LTD/MI (0001053054) (Filer),https://www.sec.gov/Archives/edgar/data/1053054/000105305419000004/0001053054-19-000004-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001053054-19-000004 <b>Size:</b> 63 KB
"October 04, 2019 at 08:34PM","13F-HR - Redhawk Wealth Advisors, Inc. (0001535811) (Filer)",https://www.sec.gov/Archives/edgar/data/1535811/000153581119000006/0001535811-19-000006-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001535811-19-000006 <b>Size:</b> 74 KB
"October 04, 2019 at 08:38PM",13F-HR - O'Brien Wealth Partners LLC (0001689874) (Filer),https://www.sec.gov/Archives/edgar/data/1689874/000158064219004596/0001580642-19-004596-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001580642-19-004596 <b>Size:</b> 20 KB
"October 07, 2019 at 12:26PM",13F-HR - LGT CAPITAL PARTNERS LTD. (0001641992) (Filer),https://www.sec.gov/Archives/edgar/data/1641992/000106299319003828/0001062993-19-003828-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001062993-19-003828 <b>Size:</b> 33 KB
"October 07, 2019 at 01:26PM","13F-HR - Radnor Capital Management, LLC (0001696867) (Filer)",https://www.sec.gov/Archives/edgar/data/1696867/000169686719000005/0001696867-19-000005-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001696867-19-000005 <b>Size:</b> 96 KB
"October 07, 2019 at 01:33PM",13F-HR - Meridian Financial Partners LLC (0001763722) (Filer),https://www.sec.gov/Archives/edgar/data/1763722/000176372219000004/0001763722-19-000004-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001763722-19-000004 <b>Size:</b> 28 KB
"October 07, 2019 at 01:41PM",13F-HR - Campbell Wealth Management (0001736648) (Filer),https://www.sec.gov/Archives/edgar/data/1736648/000173664819000005/0001736648-19-000005-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001736648-19-000005 <b>Size:</b> 36 KB
"October 07, 2019 at 02:56PM","13F-HR - ROBINSON CAPITAL MANAGEMENT, LLC (0001599795) (Filer)",https://www.sec.gov/Archives/edgar/data/1599795/000091384919000379/0000913849-19-000379-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0000913849-19-000379 <b>Size:</b> 46 KB
"October 07, 2019 at 03:25PM","13F-HR - Moon Capital Management, LLC (0001410588) (Filer)",https://www.sec.gov/Archives/edgar/data/1410588/000142050619000924/0001420506-19-000924-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001420506-19-000924 <b>Size:</b> 21 KB
"October 07, 2019 at 03:54PM","13F-HR - GenWealth Group, Inc. (0001713678) (Filer)",https://www.sec.gov/Archives/edgar/data/1713678/000160658719000816/0001606587-19-000816-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001606587-19-000816 <b>Size:</b> 32 KB
"October 07, 2019 at 04:02PM",13F-HR - Chesley Taft & Associates LLC (0001164632) (Filer),https://www.sec.gov/Archives/edgar/data/1164632/000095012319009342/0000950123-19-009342-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0000950123-19-009342 <b>Size:</b> 140 KB
"October 07, 2019 at 04:03PM",13F-HR - HARTWELL J M LIMITED PARTNERSHIP (0000932141) (Filer),https://www.sec.gov/Archives/edgar/data/932141/000093214119000008/0000932141-19-000008-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0000932141-19-000008 <b>Size:</b> 43 KB
"October 07, 2019 at 04:05PM",13F-HR/A - TEXAS TREASURY SAFEKEEPING TRUST CO (0001176347) (Filer),https://www.sec.gov/Archives/edgar/data/1176347/000117634719000004/0001176347-19-000004-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001176347-19-000004 <b>Size:</b> 3 KB
"October 07, 2019 at 04:06PM",13F-HR - Enterprise Bank & Trust Co (0001770710) (Filer),https://www.sec.gov/Archives/edgar/data/1770710/000177071019000004/0001770710-19-000004-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001770710-19-000004 <b>Size:</b> 72 KB
"October 07, 2019 at 04:14PM","13F-HR - CONTRAVISORY INVESTMENT MANAGEMENT, INC. (0001365707) (Filer)",https://www.sec.gov/Archives/edgar/data/1365707/000158064219004609/0001580642-19-004609-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001580642-19-004609 <b>Size:</b> 128 KB
"October 07, 2019 at 04:14PM","13F-NT - Research Affiliates, LLC (0001337848) (Filer)",https://www.sec.gov/Archives/edgar/data/1337848/000133784819000004/0001337848-19-000004-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001337848-19-000004 <b>Size:</b> 3 KB
"October 07, 2019 at 04:39PM",13F-HR - NATIONAL INVESTMENT SERVICES INC /WI (0000939791) (Filer),https://www.sec.gov/Archives/edgar/data/939791/000093979119000005/0000939791-19-000005-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0000939791-19-000005 <b>Size:</b> 36 KB
"October 07, 2019 at 04:46PM","13F-HR - CLIFTONLARSONALLEN WEALTH ADVISORS, LLC (0000944361) (Filer)",https://www.sec.gov/Archives/edgar/data/944361/000094436119000018/0000944361-19-000018-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0000944361-19-000018 <b>Size:</b> 79 KB
"October 07, 2019 at 05:42PM","13F-HR - Allred Capital Management, LLC (0001765885) (Filer)",https://www.sec.gov/Archives/edgar/data/1765885/000160658719000818/0001606587-19-000818-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001606587-19-000818 <b>Size:</b> 73 KB
"October 07, 2019 at 06:36PM","13F-HR - Foundations Investment Advisors, LLC (0001743404) (Filer)",https://www.sec.gov/Archives/edgar/data/1743404/000139834419017596/0001398344-19-017596-index.htm,<b>Filed:</b> 2019-10-07 <b>AccNo:</b> 0001398344-19-017596 <b>Size:</b> 62 KB
